,fr,hr,fl,hl
169,1.3770362081986838,10.546520366696413,7.844555395131673,3.4014621771111475
170,1.306891184080383,10.504869231334917,7.898464700586313,3.257903384462235
171,1.557146804814214,10.588009645027388,7.814956316658579,3.4051954095438655
172,1.3400216436529244,10.500441991501795,7.919081268791324,2.5356658405566526
173,1.328795305411083,10.584435718305642,7.782134201336788,2.3637141482805264
174,1.1386896975072782,10.50632637585355,8.400818616860649,2.6675150744923473
175,1.1044507334888605,10.893598415507437,9.26945481147166,2.4127259579950273
176,1.155334082153221,10.657252243181322,9.227397717124928,2.6277386182956857
177,1.045263225059672,10.787034823176414,9.133361652874292,2.4179185699180077
178,0.8358646661761426,10.852710433860896,9.516538398233273,2.641985916498199
179,0.8473208636702376,10.818673645885458,9.025162728439815,2.640760436266694
180,0.6877304126734283,10.92795703493312,9.74307862832156,2.9175075877344585
181,0.7552610888981712,10.85990819509432,9.664322341259272,2.5897501021786784
182,0.8105312564709334,10.922434629652221,9.68274904416581,2.387150669218703
183,0.7798737245727638,10.855253470971226,10.271209988853261,2.0722911623198073
184,0.6857309576831612,10.942626553793673,10.63849743117464,2.035249938789975
185,0.6623239660926209,11.224802596932303,10.514792684950688,2.014622355370265
186,0.6837441465027839,11.253676451893936,10.573339813301086,2.043371246743756
187,0.6597488591954215,11.201327917260489,10.522920251075133,2.0096441424546327
188,0.6869946143466119,11.270603252570016,10.581614295601446,2.0523770665085213
189,0.6214719601863335,12.460201734064057,10.901137569930844,1.7550119886865452
190,0.7172839266703375,12.497546695940358,11.279476946171602,1.7911847190618042
191,0.644341315989087,12.414924087509844,11.604655346369096,1.7552444359220476
192,0.6669909694436786,13.11549756476927,12.076517818976455,1.007482561935071
193,0.6259491898956642,13.050097699099716,12.031234137560824,1.0040540350932317
194,0.6682868635591657,13.112517949958734,12.099450374130925,1.015279737941145
195,0.6262276224322136,13.046250171811316,12.01728586987436,1.0008220488406765
196,0.6694301970421854,13.119937495009186,12.110478221747552,1.019856624747695
197,0.6276595769195021,13.031678966717902,12.001032763871073,0.9906365650187203
198,0.6717116167928052,13.161340024560609,12.120612696982423,0.955633637140561
199,0.4553648220677362,12.471128552155912,11.974835056818343,0.6716310592166033
200,0.46096822099466384,12.374041547374574,12.216774574603402,0.7290000961092669
201,0.45540297413894815,12.414895508368911,12.072826194772345,0.6756148176435817
202,0.46008336146759954,12.377399482831253,12.240410512448733,0.7218321580857572
203,0.4553491355854672,12.446926808886724,11.968223390324841,0.6825073345116327
204,0.4593603410368311,12.194669342980422,12.086038015280002,0.7251247678143772
205,0.4548901297634601,11.652036598460551,14.240477921250104,0.6943263851101626
206,0.4587597847131639,12.33865409924678,13.536333949895889,0.6657624904163326
207,0.43441542121703614,11.604040890775739,14.72261390646937,0.6061581148813513
208,0.4717351494676767,12.08205719246057,13.30031027266476,0.6540160596160258
209,0.49900240344696684,12.081380447438136,13.323401979460805,0.614833214366171
210,0.4875311394934634,12.064496876688237,13.321272287482113,0.6520284964433107
211,0.49600473026899633,12.008516798278233,13.288863353411678,0.6205668385274532
212,0.48941854869452583,12.192707778557386,13.715960585475191,0.5381660574632998
213,0.4954025740955399,11.46854653345654,13.760804151328802,0.43627685179569614
214,0.48357627719704777,10.50686767785533,13.83335947001014,0.38729563402737366
215,0.4909518061861847,10.605622139113517,14.03957774663353,0.42489280217237624
216,0.4907030258516823,10.661850014552769,13.930892416013398,0.38512771149907365
217,0.4950598132699944,10.500726893901376,12.089117489497712,0.5489834733104519
218,0.4893225070814688,10.800063990033845,12.077950170895818,0.5218953994281753
219,0.4979129243176616,10.081877555459632,12.040094986806213,0.5425478410993689
220,0.48938655518956886,8.841727115308306,12.345544867673993,0.564108256260395
221,0.494942980761644,8.851142495675766,11.924555565288696,0.6591414513197454
222,0.48936114596298164,8.838257627733508,12.694968831710234,0.5622247965742793
223,0.5563676615719687,8.85469886038368,12.547455543263673,0.5515977517079589
224,0.526936791115943,8.830738295749544,12.748696875106946,0.5502851432159572
225,0.5416168330275166,8.576715556771848,12.555834710004323,0.5492530216511518
226,0.5322226724679373,8.58539698871078,12.752244374824244,0.565180537276939
227,0.5403280321654755,8.714494836836382,12.535296732197668,0.5470873512518861
228,0.5303693416144334,8.715078586345632,12.858356848320422,0.5429142892445235
229,0.5473812637440704,8.6747169300039,12.923497338606147,0.5446664240259531
230,0.5002308516965838,8.732627029779268,13.212345654510116,0.5017211263180457
231,0.5770141615107085,8.75767346649079,13.060869479000658,0.5697361938441756
232,0.5300845564783953,8.720694853834571,13.2194027671503,0.49866952121364627
233,0.552878156038114,8.75879761076929,13.053342928495763,0.6030205800818857
234,0.5409302396858817,8.71716916837519,13.225180675478928,0.5632026179844432
235,0.5449252612454527,8.714666650132848,13.051165665076923,0.6064658344140295
236,0.5488986111831433,8.749237655998865,12.012492501730453,0.5408925977246901
237,0.4802342735912718,7.924874861558667,12.082929452867145,0.6577704040692386
238,0.5733873854496235,7.432869390133305,10.945824502060066,0.5738417305661336
239,0.4425771087402532,7.256842303410711,11.252527589558955,0.5088468507432259
240,0.45508145288813495,6.56185765386709,11.439929545673785,0.40818596105962573
241,0.4556222161949219,6.6166921007876045,11.493430706738042,0.43493906809498983
242,0.45522942418672246,6.588486925820576,11.046274641191829,0.4133463400543401
243,0.4609141562056505,6.585057819026712,11.176984001252777,0.42954636075317476
244,0.5298466103356061,6.648254751731554,10.636979257791385,0.4188983808170842
245,0.5316643655817759,6.168683920824019,10.495960877915618,0.4239199038366935
246,0.5280660555078176,5.951522692723091,11.090338165320997,0.42448733741588257
247,0.5320678729303616,6.053012380669093,12.09335879552492,0.418545633966998
248,0.5281127746795746,5.990917501612447,11.965214419903138,0.3963733625987803
249,0.5316414991573665,6.027123595213279,12.093449640721305,0.3917499408431597
250,0.5294110761936516,6.014985690385553,11.990269408359115,0.42638203034902233
251,0.5141169478028704,5.997414432303865,12.095230059231598,0.2909223952297577
252,0.5067983202408012,6.066168344991464,11.391451129156358,0.2991518736390413
253,0.5120814565487514,5.71388328337353,12.697420898478534,0.4288697224491955
254,0.5078696726920356,4.495728562079553,12.354807570151358,0.4693314485206853
255,0.5214101800647994,5.041027785904071,13.052216055017364,0.54708285066842
256,0.5092442671995756,4.610902042123992,11.277024043372421,0.5683217009724577
257,0.5093619378663476,5.007630814121974,12.058948472241422,0.5730544765820661
258,0.514451828203919,4.60144764065244,12.065104206595993,0.5663229098468712
259,0.5060713117920533,5.077808393216474,11.763677397949929,0.5635172728857991
260,0.4808272722336731,4.248722703018641,12.43403059479362,0.4846222598176018
261,0.5044875809575332,3.420661340776344,11.101169005785948,0.44945950615697483
262,0.481873819186029,3.0350469436393266,11.608940174568762,0.46835867490661365
263,0.5040793705047836,3.3934248149240194,11.235399380989644,0.4446424744473345
264,0.481202637262646,3.1257929310247263,11.522141815809764,0.4687231703939425
265,0.5073539380586682,3.3401181887703304,11.306434896795706,0.44492015208840197
266,0.4666811804003579,3.0481313175285365,11.457965358108787,0.4647985955443924
267,0.4587683245952769,2.791389643347916,11.695244261241763,0.42506809221111697
268,0.4568252552227986,2.8341172138429624,11.113706045553036,0.4240005313740498
269,0.45619212741777115,2.0976847999959474,11.113757704321849,0.40799878149127555
270,0.4569349435336682,2.045061560984012,11.068360177215762,0.44942628060324863
271,0.4588985973086913,2.0814007358667173,10.971363313505131,0.4092048627767926
272,0.4569266306461947,2.0545727986839952,10.779566425254512,0.4406991584928076
273,0.46037488765651097,2.0736986143268177,10.973505101935922,0.4276750049824514
274,0.45652679956304487,2.062445339773875,10.698862634355756,0.310374274568316
275,0.47376580910270827,2.0627157762031714,11.416273964400204,0.2776437941425892
276,0.5500697098721515,1.5023897804336606,11.000722874994254,0.2193298944848004
277,0.5487348910218186,0.6851370740618925,11.75236764969966,0.30454860843025217
278,0.5613330775622267,0.638242067421952,11.89898607218014,0.31728832104522087
279,0.5497399168193595,0.6673111366857329,11.885286285248744,0.31103813418123494
280,0.5602410681484984,0.6403540652753306,11.909925538589123,0.31260547740992506
281,0.5474099083673001,0.6633577331430798,11.87614117323388,0.3167619303288703
282,0.5599560547734937,0.6429835589700104,12.558585615619341,0.3027653439117351
283,0.539807284645897,0.6615460598910148,12.203188001549856,0.3424647318202998
284,0.5632324614438269,0.6459119981536965,12.231231978588642,0.23330976320601227
285,0.5578170574775825,0.6605389293134766,12.19883905738974,0.2400361002157037
286,0.5500816631990982,0.64906957441055,13.027710259194144,0.23598613158477952
287,0.5385367400027556,0.659934260868059,12.91825170335034,0.2368535472379112
288,0.5531197102002932,0.65264142599859,13.023033270071519,0.24017366529050496
289,0.5316037283890391,0.6595514803708054,12.929590019481072,0.23397872615771947
290,0.5612774032110441,0.6575247816259545,12.902008463700412,0.25745197902032146
291,0.4915470555219402,0.6592883779945792,11.165644895531237,0.40788792913626226
292,0.4863433799996832,0.6685125914045155,10.657291203882039,0.3999773551431862
293,0.452902374316553,0.680319164977549,10.71595825143583,0.5098933223494186
294,0.461587826306709,0.8820060673030887,10.6378202844516,0.4541701973608179
295,0.45294787298627837,0.9631013920728384,10.641272003186034,0.5117452148365245
296,0.45964042128178684,0.92878058846808,10.639867030463247,0.4319262575010415
297,0.4529400540475582,0.9479770453255956,10.609753878067288,0.5064418351015831
298,0.4584177830704924,0.9376336161362722,10.673283320362941,0.4442775947568959
299,0.4535337683939545,0.7030394834055111,10.990114781937212,0.5549277026198636
300,0.5627183863216625,0.6542675513915863,10.96095735061632,0.3950355547830583
301,0.5548437726243676,0.6605951364731919,10.806839366817801,0.455421600964672
302,0.5522184642657948,0.6553955383134682,10.984239822285833,0.3810333509036282
303,0.5496252071504917,0.6596168016205648,10.747972953551617,0.4572988059155538
304,0.5973371307336439,0.5390229267888591,11.084602994317857,0.4110762556575332
305,0.5841525194586874,0.5609076572190059,10.453691376145034,0.4675358929168063
306,0.5993592553095067,0.5403113246162485,12.085469150996849,0.32526418982422356
307,0.5734875151744868,0.5515158821006425,11.931642708018636,0.25786069310047477
308,0.5573130817585381,0.534895345922797,12.126321906596615,0.29239628678839236
309,0.5416297750115516,0.53127518273902,12.095723115631607,0.2528402140888968
310,0.5749137058114588,0.5552338397538952,12.036034375306512,0.2901147617178872
311,0.6000443877168631,0.6498047131860594,12.149844277481112,0.4186030624658733
312,0.5873456884613804,0.656388954423614,11.990205924774955,0.4011551909352005
313,0.6097820602667873,0.7138548536018832,12.277671911068477,0.407952555083134
314,0.5641771013882446,0.6898024135988294,11.836338132460487,0.4062555064109733
315,0.6111656307534923,0.7001380637809587,12.68081540556716,0.5170508499220194
316,0.7337913215905054,0.7444797819592384,12.914082889087855,0.46183187566788475
317,0.7247286451605979,0.7040641114512505,13.135496653383354,0.46955900296695574
318,0.7337341834321933,0.7444139135530987,13.046614495814218,0.4727241267027824
319,0.7245881949461876,0.6619349759295337,13.088743230377748,0.5117995380089966
320,0.7343505449696344,0.7461419418996483,13.077712674319972,0.5281347147352089
321,0.655776681322674,0.6864824307051567,13.056176677000142,0.5422139762722025
322,0.6573342354230025,0.7469891789655838,13.134860191938824,0.5910387058339756
323,0.6930844368153545,0.6660485200488919,12.806904229670877,0.5820854770776356
324,0.685902955750187,0.6578882345610895,12.008443004541324,0.5986604219115574
325,0.6922237043063175,0.597399909755128,12.182548558976634,0.5882738684017237
326,0.5700133222399884,0.6505348863668086,12.078292432794026,0.6060806814640334
327,0.5758551250744165,0.6066514205508506,12.167408916500412,0.5911381220522541
328,0.5714516407158996,0.6374642060679283,12.072527513883914,0.6133841377075209
329,0.5668617014340064,0.5838014292718847,12.189701821986255,0.518258957038602
330,0.5558412636568058,0.4911473871892965,12.026439127659874,0.5571474754089252
331,0.5642133544780636,0.5332476128644258,12.520610581859213,0.3954727502519393
332,0.5869851369043365,0.5086019225335485,12.491479759091895,0.4182508003551033
333,0.563876386930769,0.5277981268011711,12.204722454510115,0.3900854438625112
334,0.5773428720585836,0.5182667789681892,12.337597394147426,0.41926445282459945
335,0.584928749036329,0.5269284970164927,12.273017986568991,0.3858490891546517
336,0.5773643501687752,0.5260443658650527,12.287509788096663,0.4202443653578153
337,0.5912653850248599,0.5281979165494395,12.316515172508975,0.38275886375395946
338,0.5781763936571125,0.541615151761065,12.170484671898045,0.328657004888805
339,0.5834707525904997,0.5570349635886696,11.824362000742497,0.38085092273257404
340,0.5785111525062155,0.549557016360575,12.143834893271048,0.3965538513574545
341,0.5835369671244605,0.5446912846591039,11.977179459164654,0.38017082857768486
342,0.5778194262688425,0.5473533904966117,12.076970430399225,0.4084717955190654
343,0.5853898855338666,0.5456236013752793,12.013971185684833,0.38078227665902165
344,0.5730800681734479,0.5566522666856503,12.054247385539606,0.4174440803363783
345,0.6042326386355203,0.5760028076828977,12.263044501586787,0.4005508700899201
346,0.655815198039646,0.5469944633844479,12.518619652801668,0.5467933150375477
347,0.7444147126804537,0.5291319727192325,12.181791005392824,0.49579885316728756
348,0.7136085972881707,0.541141388842715,12.279606559902916,0.5754646458115753
349,0.713767669784458,0.5314935971557653,11.902723153229847,0.5125188569110011
350,0.734218631571771,0.5439020502060008,10.815238168414002,0.5723436375650415
351,0.7458235640297382,0.519076471693382,10.91296402796528,0.6085450565191697
352,0.7296666202116773,0.5850577119222704,10.782794591688397,0.6145952211539759
353,0.7193740959161763,0.5873129150440455,10.907324874923312,0.5153529808371327
354,0.6685004610384568,0.7537949715469205,10.782160302883254,0.5128378656995787
355,0.5726260160749299,0.7859485546803685,10.919552291055219,0.5016356766989415
356,0.6053746549197663,0.7427003208261407,10.744345963674618,0.5128871075216939
357,0.5788052854426666,0.801230569080436,11.069628647651214,0.508848221358949
358,0.6022616864707928,0.792216178740807,11.400758467497674,0.5097566286799922
359,0.5798284044395596,0.7730522175001739,11.726656678430817,0.4468598235073904
360,0.6014951957572535,0.7725017361008686,11.791063997629248,0.4545764626109849
361,0.5874605218665423,0.7054401416699773,12.460489281307144,0.4784904739848109
362,0.6202387360583395,0.7737577669502633,11.601457856844851,0.4835733679386689
363,0.6510498653943289,0.7005642470332387,11.486966674781918,0.5501001178445434
364,0.6512889173801619,0.6789467855169036,11.579747332296673,0.5313892367486253
365,0.6838266175961691,0.6735987983436599,11.496002225470269,0.5444293963145854
366,0.6933893615565634,0.6872760341539822,11.557628764121944,0.5320226215190282
367,0.6863201718220578,0.5834553414177635,11.498344571561628,0.5485426745895667
368,0.6877079601633118,0.5480797427799398,11.552871434200723,0.5537573754506927
369,0.719843879139267,0.53060046734,11.496700105779585,0.5793174528489322
370,0.7233901404811065,0.539862630417081,11.534405706405256,0.5537773163311321
371,0.7486496548695396,0.4519518632693853,11.478884697177875,0.5484861453253638
372,0.7186829873024521,0.472145927867316,11.16802428051005,0.5071863001562202
373,0.7370753585340873,0.47426571185006694,10.882088786350813,0.547998908778278
374,0.7193112128579217,0.4572412204167193,10.105901959459917,0.5027245347456146
375,0.7412374394244562,0.47558503895095605,10.073033605870409,0.4988842266680722
376,0.706982134106314,0.4427443167462307,10.139596492573896,0.42928924490965475
377,0.7664426271815068,0.4709364658929731,10.05753085119147,0.5027445483149995
378,0.6523178185463416,0.3678553618785179,10.154217197318424,0.4965994285076256
379,0.6515922092201645,0.4464792912444273,10.025006847290623,0.5416896579479096
380,0.6519476104360662,0.47012595997532636,10.3610393528961,0.5344627161348944
381,0.5271925376183471,0.4649436733369588,10.839639372153549,0.5629216249533098
382,0.5769876912384246,0.49067963076293,10.207691136800575,0.5298861315302303
383,0.5503580729198403,0.41712320827155097,9.549520942156235,0.5730492261927183
384,0.5663733399166071,0.7639397073720091,9.812377793906945,0.530094612934513
385,0.5567517189084322,0.9248974516768127,9.591165113313075,0.5247521285455166
386,0.5619812386688043,0.9037091822102425,9.797612409148181,0.49722048766513127
387,0.5599474298135001,0.9147790215100777,9.590167006030214,0.5279661317178953
388,0.5597297729984338,0.909371759298637,9.823348455101016,0.5000713066169471
389,0.560732318590944,0.9112274287513213,9.455556553515034,0.5287056626866654
390,0.6053875211349555,0.9114607198178439,8.916420256555625,0.50388923214913
